ID,Name,Height,Weight,Age,Sex,Profession,Salary,Has_car
269,Горшков Арсентий,185.0,79.0,31,м,инженер,262000,False
271,Павлов Борис,174.0,110.0,26,м,инженер,13000,False
272,Панов Семен,183.0,76.0,76,м,бухгалтер,126000,True
273,Власов Климент,166.0,56.0,60,м,преподаватель,82000,False
274,Осипов Феликс,168.0,67.0,21,м,программист,95000,True
275,Моисеев Анатолий,177.0,74.0,82,м,преподаватель,400000,False
276,Борисов Филимон,165.0,96.0,53,м,продавец,143000,True
277,Кабанов Виктор,188.0,72.0,27,м,продавец,40000,False
278,Константинов Бронислав,168.0,107.0,83,м,сантехник,185000,False
279,Муравьёв Вадим,193.0,83.0,34,м,автослесарь,322000,False
280,Лобанов Ренат,186.0,86.0,71,м,автослесарь,375000,True
281,Фомин Герман,168.0,63.0,60,м,продавец,13000,False
282,Евсеев Серафим,165.0,51.0,89,м,инженер,366000,True
283,Тимофеев Владимир,180.0,99.0,44,м,врач,348000,True
284,Брагин Никодим,173.0,101.0,53,м,программист,270000,False
285,Соловьёв Артемий,182.0,108.0,25,м,автослесарь,99000,False
286,Емельянов Аркадий,187.0,96.0,69,м,врач,35000,True
287,Тихонов Константин,182.0,59.0,42,м,продавец,373000,False
288,Доронин Артур,173.0,78.0,56,м,врач,368000,False
289,Кононов Вадим,189.0,106.0,81,м,бухгалтер,285000,True
290,Аксёнов Марк,171.0,51.0,54,м,инженер,260000,True
291,Стрелков Юрий,190.0,62.0,64,м,студент,330000,False
292,Пестов Мирослав,192.0,109.0,38,м,бухгалтер,432000,True
293,Рябов Авраам,175.0,99.0,88,м,преподаватель,229000,True
294,Савин Дамир,184.0,54.0,75,м,продавец,110000,False
295,Виноградов Евдоким,179.0,113.0,36,м,автослесарь,343000,True
296,Кузнецов Савелий,188.0,62.0,70,м,автослесарь,79000,True
297,Медведев Бенедикт,190.0,97.0,68,м,преподаватель,61000,False
298,Данилов Евдоким,172.0,85.0,33,м,преподаватель,61000,True
299,Григорьев Сидор,192.0,114.0,71,м,сантехник,195000,True
300,Коновалов Игнатий,193.0,85.0,82,м,врач,322000,False
301,Денисов Дмитрий,190.0,114.0,39,м,врач,486000,True
302,Карпов Архип,168.0,103.0,33,м,программист,413000,True
303,Новиков Григорий,183.0,109.0,56,м,врач,43000,False
304,Рожков Ярослав,190.0,90.0,36,м,инженер,238000,False
306,Иванов Ренат,174.0,77.0,68,м,студент,360000,False
307,Яковлев Демид,190.0,115.0,47,м,программист,156000,True
308,Котов Давид,184.0,96.0,42,м,бухгалтер,237000,True
309,Шубин Кирилл,165.0,59.0,77,м,программист,65000,False
311,Доронин Тихон,171.0,107.0,18,м,преподаватель,115000,True
312,Поляков Марк,175.0,86.0,47,м,врач,146000,True
313,Гуляев Дмитрий,179.0,52.0,23,м,врач,342000,False
314,Петухов Мирослав,193.0,95.0,37,м,программист,135000,True
315,Кононов Юрий,176.0,71.0,87,м,бухгалтер,178000,False
317,Стрелков Демьян,191.0,92.0,28,м,студент,220000,True
318,Александров Ефим,172.0,114.0,20,м,автослесарь,468000,False
320,Аксёнов Арсентий,169.0,53.0,82,м,автослесарь,469000,True
321,Ларионов Вениамин,173.0,58.0,61,м,сантехник,402000,False
322,Исаков Юлий,192.0,91.0,46,м,продавец,53000,True
323,Гордеев Пётр,194.0,111.0,83,м,врач,198000,True
324,Карпов Бронислав,182.0,74.0,57,м,врач,110000,True
325,Пестов Егор,193.0,79.0,50,м,продавец,82000,True
326,Дьячков Мартин,171.0,91.0,58,м,преподаватель,215000,False
327,Игнатов Всеволод,186.0,112.0,87,м,врач,319000,True
328,Алексеев Герман,176.0,108.0,18,м,врач,170000,True
329,Суворов Диомид,173.0,114.0,57,м,преподаватель,273000,False
330,Лаврентьев Августин,186.0,84.0,82,м,сантехник,279000,False
331,Ефремов Денис,193.0,61.0,88,м,студент,267000,False
332,Ефремов Чарли,184.0,55.0,60,м,преподаватель,393000,True
333,Савин Виссарион,191.0,77.0,79,м,автослесарь,383000,True
334,Родионов Игнат,191.0,92.0,27,м,продавец,256000,True
335,Белозёров Макар,177.0,55.0,26,м,автослесарь,158000,False
336,Зыков Осип,170.0,89.0,36,м,инженер,109000,True
338,Доронин Евстахий,193.0,104.0,65,м,врач,470000,False
339,Комаров Арсений,168.0,83.0,61,м,сантехник,157000,True
340,Антонов Анастасий,172.0,100.0,34,м,студент,349000,True
341,Галкин Илья,185.0,116.0,66,м,программист,352000,False
342,Николаев Харитон,173.0,62.0,39,м,врач,380000,True
343,Ермаков Демид,170.0,92.0,57,м,сантехник,118000,True
344,Тетерин Анастасий,172.0,60.0,31,м,автослесарь,57000,True
346,Корнилов Иероним,167.0,93.0,31,м,инженер,343000,True
348,Беляков Никанор,183.0,113.0,21,м,продавец,348000,False
349,Авдеев Аполлон,181.0,50.0,86,м,врач,88000,True
350,Авдеев Радомир,185.0,81.0,57,м,продавец,271000,False
351,Лобанов Григорий,193.0,63.0,18,м,автослесарь,98000,True
352,Пономарёв Болеслав,179.0,99.0,26,м,продавец,108000,False
353,Цветков Дамир,190.0,114.0,51,м,преподаватель,446000,True
354,Захаров Федот,189.0,96.0,60,м,врач,396000,True
355,Попов Илларион,187.0,58.0,81,м,сантехник,53000,True
356,Красильников Зиновий,173.0,64.0,89,м,программист,426000,True
357,Капустин Ренат,185.0,101.0,18,м,врач,490000,False
358,Мельников Зорийй,166.0,82.0,82,м,продавец,367000,True
359,Цветков Марат,180.0,56.0,74,м,врач,406000,False
360,Цветков Анфим,182.0,104.0,87,м,автослесарь,319000,True
361,Пестов Влас,187.0,62.0,36,м,автослесарь,177000,False
363,Самойлов Леонид,166.0,86.0,61,м,продавец,340000,True
364,Некрасов Никола,174.0,102.0,32,м,бухгалтер,434000,True
365,Артемьев Виталий,184.0,58.0,86,м,студент,301000,True
367,Киселёв Степан,168.0,79.0,25,м,врач,271000,False
368,Зуев Макарий,173.0,99.0,79,м,программист,316000,False
369,Поляков Евстахий,173.0,68.0,61,м,автослесарь,133000,True
370,Беляков Аполлон,192.0,117.0,41,м,инженер,450000,False
371,Веселов Федот,166.0,68.0,82,м,продавец,219000,False
372,Кириллов Спартак,182.0,60.0,30,м,автослесарь,198000,True
373,Лазарев Кир,189.0,59.0,87,м,врач,109000,False
374,Симонов Святослав,180.0,57.0,33,м,сантехник,407000,False
375,Чернов Болеслав,177.0,87.0,18,м,врач,228000,True
376,Маслов Анфим,168.0,74.0,77,м,врач,345000,True
377,Никонов Роман,165.0,117.0,46,м,автослесарь,430000,False
378,Гусев Ян,185.0,91.0,30,м,продавец,250000,True
380,Тетерин Бронислав,189.0,79.0,64,м,автослесарь,53000,False
381,Мухин Данислав,174.0,84.0,28,м,инженер,461000,False
382,Туров Иван,178.0,59.0,58,м,бухгалтер,283000,True
384,Рогов Лукьян,184.0,85.0,88,м,студент,252000,False
385,Гусев Рустам,179.0,93.0,27,м,автослесарь,331000,True
386,Бобылёв Вадим,185.0,65.0,48,м,инженер,267000,False
387,Ларионов Осип,187.0,53.0,80,м,преподаватель,240000,True
389,Устинов Артур,169.0,118.0,52,м,врач,466000,False
390,Беляев Вольдемар,179.0,60.0,60,м,продавец,75000,True
391,Щербаков Фёдор,187.0,106.0,24,м,программист,222000,False
392,Андреев Леонид,169.0,94.0,68,м,преподаватель,127000,True
393,Стрелков Виссарион,190.0,107.0,54,м,преподаватель,177000,False
394,Соловьёв Виссарион,192.0,94.0,24,м,сантехник,285000,False
395,Рожков Эдуард,187.0,89.0,53,м,преподаватель,222000,True
397,Гордеев Архип,176.0,89.0,74,м,продавец,246000,False
398,Ситников Сидор,171.0,76.0,42,м,продавец,375000,True
399,Макаров Тимофей,171.0,109.0,39,м,врач,155000,True
400,Терентьев Анастасий,194.0,105.0,25,м,автослесарь,331000,False
401,Михеев Демьян,181.0,73.0,82,м,инженер,71000,True
403,Одинцов Глеб,189.0,104.0,32,м,продавец,327000,True
404,Миронов Фёдор,185.0,81.0,59,м,бухгалтер,126000,True
405,Фёдоров Антоний,192.0,102.0,83,м,врач,112000,True
406,Ефремов Арсен,172.0,115.0,88,м,студент,33000,False
407,Пахомов Игнат,191.0,79.0,83,м,автослесарь,442000,False
408,Гурьев Яромир,186.0,71.0,80,м,сантехник,389000,False
409,Орехов Павел,171.0,68.0,28,м,бухгалтер,485000,False
410,Шилов Емельян,167.0,117.0,41,м,программист,16000,False
411,Панфилов Родион,165.0,113.0,49,м,сантехник,489000,False
412,Агафонов Данил,180.0,99.0,78,м,студент,55000,False
413,Рыбаков Гордей,188.0,116.0,51,м,преподаватель,111000,False
414,Блинов Чарли,190.0,94.0,40,м,студент,255000,True
415,Комиссаров Владимир,168.0,51.0,30,м,преподаватель,260000,False
416,Терентьев Федот,187.0,56.0,47,м,инженер,483000,False
417,Симонов Вениамин,184.0,117.0,44,м,автослесарь,317000,True
418,Смирнов Константин,185.0,117.0,24,м,продавец,99000,True
419,Зайцев Эльдар,174.0,98.0,53,м,бухгалтер,140000,True
420,Денисов Платон,170.0,81.0,78,м,бухгалтер,441000,True
421,Лебедев Севастьян,190.0,63.0,73,м,продавец,153000,False
422,Герасимов Назар,184.0,111.0,56,м,автослесарь,480000,True
423,Михайлов Радомир,183.0,111.0,31,м,бухгалтер,72000,False
425,Беляев Борис,186.0,57.0,48,м,врач,281000,False
426,Петров Мартын,178.0,53.0,18,м,бухгалтер,74000,True
427,Зуев Лев,193.0,82.0,47,м,преподаватель,114000,True
428,Зыков Артур,177.0,102.0,29,м,врач,122000,True
429,Соболев Болеслав,182.0,88.0,61,м,преподаватель,138000,False
430,Кириллов Сидор,167.0,89.0,43,м,преподаватель,212000,True
431,Фролов Валерий,190.0,117.0,40,м,автослесарь,391000,False
432,Савин Филипп,168.0,87.0,70,м,сантехник,183000,True
433,Гришин Диомид,183.0,86.0,34,м,программист,228000,True
434,Белоусов Демид,168.0,71.0,67,м,преподаватель,241000,False
435,Мышкин Родион,187.0,114.0,18,м,автослесарь,248000,False
436,Суханов Диомид,174.0,71.0,42,м,врач,489000,False
437,Коновалов Леонтий,188.0,82.0,29,м,программист,80000,True
438,Мышкин Иеремия,189.0,101.0,20,м,сантехник,266000,False
439,Ермаков Кир,170.0,79.0,37,м,преподаватель,195000,True
440,Громов Савва,174.0,53.0,67,м,сантехник,276000,True
442,Меркушев Гордей,175.0,91.0,31,м,сантехник,462000,False
443,Игнатов Гавриил,172.0,90.0,82,м,врач,332000,False
444,Соколов Дамир,167.0,80.0,55,м,продавец,323000,True
445,Гордеев Всеволод,189.0,80.0,58,м,врач,180000,True
446,Смирнов Борис,175.0,78.0,23,м,студент,388000,True
447,Беляков Вячеслав,183.0,54.0,82,м,автослесарь,34000,False
448,Лебедев Денис,178.0,97.0,23,м,программист,315000,False
449,Сафонов Игорь,182.0,98.0,85,м,автослесарь,329000,True
450,Носов Данила,189.0,66.0,54,м,инженер,238000,False
451,Иванков Павел,189.0,107.0,25,м,врач,13000,False
452,Васильев Спартак,174.0,93.0,60,м,продавец,370000,False
453,Мясников Юлиан,165.0,107.0,69,м,сантехник,91000,True
454,Доронин Павел,182.0,102.0,18,м,продавец,120000,False
455,Пестов Марк,191.0,118.0,54,м,бухгалтер,204000,True
456,Сафонов Яромир,170.0,106.0,79,м,сантехник,378000,True
457,Пономарёв Елисей,179.0,57.0,44,м,сантехник,390000,True
458,Носов Никон,170.0,112.0,21,м,программист,257000,True
459,Лукин Фома,191.0,63.0,77,м,бухгалтер,324000,True
460,Воробьёв Анфим,181.0,61.0,50,м,инженер,178000,False
462,Константинов Ждан,192.0,94.0,38,м,программист,180000,True
463,Волков Савва,187.0,68.0,46,м,студент,218000,True
464,Зуев Иннокентий,171.0,100.0,75,м,сантехник,255000,True
